content,score
"Desculpa lá, é a segunda vez que esse app me indica um lugar que não existe!, Uma vez indicou me uma curva, que na verdade era em caminho de um rio quando eu pretendia ir para casa🤦🏾‍♂️ precisam atualizar para áreas POBRES, para países da África Austral. Sinceramente!",neutro
"Mesmo após a atualização, o tracejado das rotas percorridas está apagando no dia seguinte, sendo que o correto seria durar até você finalizar e salvar todo percurso.",neutro
Tem ruas e bairros com nomes errados.,neutro
"Já foi muito bom, mais não funciona mais depois da última atualização, pede o código que envia para o celular mais esse código nunca chega e você fica bloqueado .",neutro
"Depois da atualização ficou muito lento. Salva os pontos na Nuvem e demora de mais pra baixar, tá muito ruim. Melhor antes dessa mudança",neutro
"O app parece ser muito bom, parece porque ainda não sei. Baixei ontem e ainda não consegui usar nenhuma função porque tudo que vai fazer precisa de um download diferente. Se mudar isso, vai ficar perfeito",neutro
Precisa de um sistema de backup para casos de reinstalação e por vezes depois das atualizações você acaba perdendo seus dados salvos,neutro
"Vou diminuir a avaliação pois Não consigo mais fazer login para restaurar locais salvos. Sempre ocorrendo "" erro de início de sessão"".",neutro
"Não está corrigindo rotas,...quando no motorista manualmente segue em um direção diferente para agilizar o caminho. Deveria colocar a opção escolher rotas",neutro
"A proposta é boa, mas precisa ser atualizar mais, fiz um teste e foi desastroso, não me dei mal, mas o mesmo me direcionou para a contra mão.",neutro
Obs: Poderia ter acesso ao app na tela sem usar a digital como o Strava. Facilita muito para quem usa luvas.,neutro
Essa última atualização deixou a desejar pq pra quem trabalha com o mapa com entregas precisa dos marcadores que não está funcionando nesta versão,neutro
"Muito bom, pra melhorar ainda mais, poderia oferecer uma visão no modo satélite.",neutro
"Faltou ver os mapas na vista satélite, como por exemplo no Google Maps.",neutro
"Já ouvi relatos que este app é muito bom ! Mas só uma dúvida , é possível baixar uma rota gpx para navegar pelo relógio ?",neutro
barra inferior sumindo constantemente após pesquisas atrapalhando o uso e inacessível ao deslizar para baixo,neutro
No Motorola G2 não está conseguindo determinar a localização. Como se o GPS não estivesse funcionando. Outras apps não apresentam problemas com o GPS.,neutro
Bom..mas precisa fazer uma atualização...tipo aqui na RDS Cujubim..mas precisamente na comunidade São Francisco..mudou bastante...já não são apenas 6 casas temos 16 casas..,neutro
Quando para no semáforo o mapa fica rodando !!!! Conforme a posição do celular roda para um lado ou outro....,neutro
Nao permite a associação da conta do openstreetmap. Uma função que dava muito jeito.,neutro
"Desde que o atualizei, não respondeu de acordo, demora muito a se localizar, quando offline; viajando pela Amazônia fiquei na pior porque não atualizava no meio do solimões...",neutro
"As vezes um tanto confuso, outrora rápido e de vez em quando não carrega o mapa. Talvez seja algo com meu aparelho.",neutro
Gostaria que aparecesse o nome de todas as cidades no mapa inclusive as cidades pequenas no meu App. nem todas aparecem.,neutro
Offline não atualiza rápido a direção a seguir. Isto dificulta e não agiliza o deslocamento,neutro
"Ainda falta adicionar o transporte público e quais suas rotas, pois necessito disso em GPS focado no offlline",neutro
"toda vez que inicio o app, a seta que simula o objeto se vomendo não desmosntra a realidade.",neutro
Tem como exportar um arquivo kmz. Mas nao encontro a importação??!!!!!!,neutro
Aparentemente parece ser bom. Ainda não usei em locais desconhecidos e outras cidades. Se agradar volto para dar mais de estrelas,neutro
"Muito lento, demora minutos para definir o caminho, carrega o caminho mais longo.",neutro
Após a atualização aplicativo ficou travado e já não é a mesma coisa.,neutro
as atualizações estao deixando o maps.me atras de outros concorrentes. ... este app era otimo quando ea mais simples estao afrescalhando demais,neutro
considerando o comentário de todos posso concluir que esta aplicação é muito bom e facilita a vida das pessoas! Bom dia,neutro
"Digitei o endereço no maps.me e no Google maps. O maps.me me leva pra rua certa, mas no número errado.",neutro
A versão anterior funcionava bem mais fácil e com praticidade.,neutro
"gosto muito desse app, mas não consigo acessar o mapa... está travando...",neutro
"Es desatualizado sobre áreas e rodovias interditadas devido a chuvas e pontes fechadas, interditadas...",neutro
Deixei de conseguir sincronizar os favoritos com a minha conta google. Uma pena...,neutro
App bem pesado e no meu cel Lenovo ele sempre trava e desliga.,neutro
Única coisa que me faz a não usar: não funciona a numeração das ruas. Demais é excelente.,neutro
"Olá, não consigo usar o app em offline,ele realmente não funciona nesse modo? Obgda.",neutro
"precisa melhorar os mapas nas cidades, tem acintecido erros na navegacao",neutro
demora muito até localizar o local pretendido. Custa a se corrigir quando erramos o itinerário,neutro
Eu gostava muito desse app mais esses dois dias perdi do nada todos meus pontos salvos com 9 anos que tinha salvo nele,neutro
"É bom, mas nem sempre encontro o endereço que procuro. As vezes não encontra nem sequer a cidade.",neutro
"Falta opção de rota alternativa, pois sempre calcula a rota de maior distância.",neutro
"Bom mapa offline, mas contém trackers do facebook, fiquem de olho",neutro
"Acabei de instalar, mais tarde avaliarei melhor",neutro
Já foi melhor..hj só coloca em estrada errada ..faz dá uma volta enorme e a rua e do lado,neutro
"Infelizmente o app.trava muito, é lento!!!",neutro
Não mostra muito os momes das cidades quando vc aproxima o mapa,neutro
bom gostaria q manda se rotas para caminhão e carretas por que só tem para automóveis,neutro
"Muito bom, porém houve casos que me deixou perdido em uma cidade estranha.",neutro
"em mata fechada, sem sinal de operadoras, no meu j7 prime tive muita dificuldade para achar o sinal no gps",neutro
Só faltou o suporte ao Android Auto.,neutro
Depois que atualizou não abre mais arquivo .kml,neutro
Precisa melhorar a navegação,neutro
uso intensivo ainda não me achei direito espero me atualizar mais.,neutro
"Da pra usar, mais falta muita atualização ainda.",neutro
Meu aplicativo não está funcionando a bússola tá parada,neutro
Mt bom porém não consigo visualizar via satélite,neutro
"bom, por trabalhar ofline, porem tem hr que nao localiza a rua",neutro
"Tinha assinatura. Fizeram duas tentativas de renovação sem sucesso e o pagamento foi extornado. Logo depois, foi feita uma terceira tentativa para o pagamento da assinatura, com total sucesso, porém, minha assinatura foi cancelada, mas o valor cobrado não foi devolvido. Fiquei no prejuízo. Ainda bem que é pouco. Vou tentar outro aplicativo de mapa offline.",neutro
Tem ruas e bairros com nomes errados.,neutro
os pontos de ônibus não estão incluídos nos trajetos.falta melhorar um pouco,neutro
"Não está confiável. Por diversas oportunidades ele me deixou em apuros, pois, simplesmente o app fechou repentinamente durante a navegação. Eu o tenho instalado como uma alternativa, mas não é o meu app principal, justamente porque ele não passa segurança para o usuário. Outro problema é que o mapa está muito desatualizado, se comparado com outros app do gênero. O app também não mostra o trânsito em tempo real e nem dá opções de rotas.",neutro
"Acabei de instalar, mais tarde avaliarei melhor",neutro
"estava muito contente no geral com a app mas agora já não identifica corretamente o que são estradas com portagens... (depois da resposta do programador:) não me parece que tenha de ser eu a editar os vossos mapas-fonte, lamento... agosto 2024: pesquisa offline pobre até aumentarmos o mapa e começarem a surgir os nomes das povoações. sem opção de preferências para o percurso (rapido, curto, económico...)",neutro
Confuso 😕,neutro
Uso esse APP há anos e tinha mais de 19 países com anotações e favoritos. Depois da última atualização tudo sumiu mesmo com o backup ativado. Perdi 10 anos de trabalho!!! E agora???,neutro
"Aplicativo precisa melhorar sua interação com o Android auto, a navegação é lenta, sincronização não funciona corretamente, faltas sinalização de radares.",neutro
barra inferior sumindo constantemente após pesquisas atrapalhando o uso e inacessível ao deslizar para baixo,neutro
"Gostei não. O primeiro endereço que precisei, não localizou.",neutro
aplicativo bem útil,neutro
"Mesmo após a atualização, o tracejado das rotas percorridas está apagando no dia seguinte, sendo que o correto seria durar até você finalizar e salvar todo percurso.",neutro
"O app é bom , porém vem travando e congelando o mapa , quando atualiza você já passou da entrada , e maps offline não está funcionando , travando e não traçando rotas corretamente.",neutro
"Não fala a rota, mesmo conectado a internet",neutro
"Infelizmente o app.trava muito, é lento!!!",neutro
"Começando agora, primeira vez que abri esse GPS gostaria de sugerir duas coisas de início, nem todas as configurações estão em português mesmo selecionando esse como idioma, e não temos a opção de navegar de moto ou mesmo decidir por uma rota alternativa talvez um ponto de parada como no Google maps ou IGO. Mas é um mapa leve e bem definido e da pra melhorar.",neutro
"Es desatualizado sobre áreas e rodovias interditadas devido a chuvas e pontes fechadas, interditadas...",neutro
"Funciona bem, é leve e um layout menos poluído. Falta lidar um pouco melhor com a numeração das ruas. Para muitas ruas ele não entende quando colocamos número, oferecendo como resultado apenas a rua e não a localização exata.",neutro
Deixei de conseguir sincronizar os favoritos com a minha conta google. Uma pena...,neutro
A versão anterior funcionava bem mais fácil e com praticidade.,neutro
Eu gostava muito desse app mais esses dois dias perdi do nada todos meus pontos salvos com 9 anos que tinha salvo nele,neutro
Boa,neutro
"Aplicativo simplismente não abre mais. Já desinstalei e baixei denovo pra ver, não deu certo. Usamos muito no trabalho, porém nem meus colegas estão conseguindo usar. Deve ser um problema geral. Somos da região sul do Brasil. Santa Catarina. Joinville.",neutro
"1 faltou recurso de voz, mesmo habilitado não funcionou no celular 2 bem difícil inicir ao trajetos. Muitas vezes da seguinte status: ""não podemos fornecer trajeto"" 3 lugares emergenciais como a upa até aparecem, porém tenho que digitar a UPA e o bairro que se encontra ao inves de upa e a cidade (perde a praticidade principalmente se eu estiver em uma cidade cujos bairros não conheço) O aplicativo não é capaz de fornecer a unidade mais próxima so escrevendo upa.",neutro
"gosto muito desse app, mas não consigo acessar o mapa... está travando...",neutro
"O aplicativo depois da última atualização, não abre mais(voltou a funcionar quando quer), peço aos desenvolvedores que façam algo, pois achava o aplicativo muito bom. Edt. Foi arrumado a abertura dos pontos em arquivos, o app ficou melhor, mas de tempo em tempo o app trava e não abre!",neutro
Parou de abrir kml. Eu usava no meu trabalho. Que pena.,neutro
"Albânia as estradas cheias de caratetas, coloquei para evitar estas estradas e tive de dar uma volta maior. Não 2a opção, a melhorar! Melhorar as outras opções de trajeto porque a primeira opção fica sempre fixa e não deixa reprogramar outras opções.",neutro
Abaixei agora por isso 3 🌟 ⭐️,neutro
"O aplicativo em si melhorou, porém o tracejado poderia ser de uma cor mais forte igual a versão antiga, e outro detalhe que atrapalha muito é o local tracejado onde fez o percurso está apagando do nada.",neutro
Last updates caused malfunction in maps download feature. Can not complete the downloads.,neutro
"Da pra usar, mais falta muita atualização ainda.",neutro
Não gostei. Nao da opcoes de criar roteiros,neutro
"Depois da atualização ficou muito lento. Salva os pontos na Nuvem e demora de mais pra baixar, tá muito ruim. Melhor antes dessa mudança",neutro
Bom..mas precisa fazer uma atualização...tipo aqui na RDS Cujubim..mas precisamente na comunidade São Francisco..mudou bastante...já não são apenas 6 casas temos 16 casas..,neutro
"Por favor quando, fizerem atualizações, que seja para melhor e não para estragar o que antes estava bem. Exemplo : tela só com o mapa , agora parte da tela fica com menus a tapar o mapa !!!!!!!!!!!!!",neutro
"Excelente navegador GPS, porém após a última atualização não abre mais atalhos do Google Maps... Localizações recebidas no WhatsApp não são mais abertas pelo Maps.me, o que pra mim reduz significativamente sua usabilidade.",neutro
testando,neutro
Única coisa que me faz a não usar: não funciona a numeração das ruas. Demais é excelente.,neutro
Bom,neutro
Very good app but I miss android auto support,neutro
"Até gosto deste app!,mas está muito desatualizado Ex: na praia de Monte gordo Algarve... os restaurantes estão com a localização toda trocada, outros já não existem,e outros com nomes de á 5 anos atrás! Isso é uma grande confusão.",neutro
Após a atualização aplicativo ficou travado e já não é a mesma coisa.,neutro
Essa última atualização deixou a desejar pq pra quem trabalha com o mapa com entregas precisa dos marcadores que não está funcionando nesta versão,neutro
Travando muito,neutro
Estou usando desde 2017 em minhas viagens pela Américas juntamente com o aplicativo IOverlander e nesta última atualização não consigo mais utilizar como mapa linkado com o IOverlander. Entrei em contato com eles e me informaram que trata-se de um Bug desta última atualização do Maps.Me. Funcionava muito bem. Vocês podem verificar o que mudou nesta atualização?,neutro
Depois que atualizou não abre mais arquivo .kml,neutro
"Já foi muito bom, mais não funciona mais depois da última atualização, pede o código que envia para o celular mais esse código nunca chega e você fica bloqueado .",neutro
"Depois desta última atualização o aplicativo está com alguns bugs,nas configurações e também quando a gente tenta baixar outras regiões no mapa!!!",neutro
"Bom, porém dá muitos bugs",neutro
Please make a WearOS companion app,neutro
"Digitei o endereço no maps.me e no Google maps. O maps.me me leva pra rua certa, mas no número errado.",neutro
Tem como exportar um arquivo kmz. Mas nao encontro a importação??!!!!!!,neutro
Nao permite a associação da conta do openstreetmap. Uma função que dava muito jeito.,neutro
"Vou diminuir a avaliação pois Não consigo mais fazer login para restaurar locais salvos. Sempre ocorrendo "" erro de início de sessão"".",neutro
Quando para no semáforo o mapa fica rodando !!!! Conforme a posição do celular roda para um lado ou outro....,neutro
Utilizo desde 2016. Tinha uma conta para quando mudasse de dispositivo não perder os marcadores. Recentemente mudei de dispositivo e não consigo entrar no meu perfil. Diz dar erro. Já tentei mudar a password. Continua inacessível. Assim perdi os meus marcadores. É possível recuperar? Agora também não consigo guardar através de link pois nas configurações não há essa opção. Podem ajudar? Obrigada.,neutro
"Ainda falta adicionar o transporte público e quais suas rotas, pois necessito disso em GPS focado no offlline",neutro
App bem pesado e no meu cel Lenovo ele sempre trava e desliga.,neutro
"vou da nota 3 porque embora o MAPS.ME para o que eu preciso seja maravilhoso, ele ultimamente trava no início. explico abro APP e ele Simplesmente não entra, demora muito. . antes não era assim porém agora está com esse bug .",neutro
Demora muito pra carregar o mapa.,neutro
"As vezes um tanto confuso, outrora rápido e de vez em quando não carrega o mapa. Talvez seja algo com meu aparelho.",neutro
Um erro hoje de português no planejar rota esta escrito (planear)top o epp parabéns.,neutro
testando por enquanto...,neutro
No Motorola G2 não está conseguindo determinar a localização. Como se o GPS não estivesse funcionando. Outras apps não apresentam problemas com o GPS.,neutro
"(""login error"") Can't access my account, the error should have a code, so I could be more specific and provide more information",neutro
Como recuperar marcadores perdidos?,neutro
Great usability. But no live updates. So I'll just uninstall this app and use osmand instead.,neutro
Falta imagens do satélite!,neutro
Faltam ruas por exemplo rua Aloísio Lorscheider que ficar em Parangaba Fortaleza Ceará TRISTE,neutro
Gostei bastante! Se permitir sugestões: 1 numa lista de coordenadas seria bom poder escolhe uma parte e não o todo. Ex. Numa cidade eu tenho 20 clientes e só vou visitar 6. Ajudaria se todos os outros não aparececem no mapa.,neutro
"O app parece ser muito bom, parece porque ainda não sei. Baixei ontem e ainda não consegui usar nenhuma função porque tudo que vai fazer precisa de um download diferente. Se mudar isso, vai ficar perfeito",neutro
Otimo,neutro
Legal,neutro
Otimo,neutro
Parece ser bem legal acho que vou gostar. Parabéns!,neutro
"Vcs deveriam colocar edição do mapa, pois os nomes das ruas de minha cidade estão todos errados",neutro
"Olá, não consigo usar o app em offline,ele realmente não funciona nesse modo? Obgda.",neutro
vou testar para ver pois irei viajar pelo o Brasil,neutro
"Era bom mas agora só aparece, APLICATIVO PAROU, Arrumem logo por favor",neutro
"Desculpa lá, é a segunda vez que esse app me indica um lugar que não existe!, Uma vez indicou me uma curva, que na verdade era em caminho de um rio quando eu pretendia ir para casa🤦🏾‍♂️ precisam atualizar para áreas POBRES, para países da África Austral. Sinceramente!",neutro
Não mostra muito os momes das cidades quando vc aproxima o mapa,neutro
Chateadíssima pois o app diz que os marcadores favoritos ficam seguramente salvos na nuvem mas eu perdi TODOS os meus locais favoritos. Queria muito poder recupera-los.,neutro
"Desde que o atualizei, não respondeu de acordo, demora muito a se localizar, quando offline; viajando pela Amazônia fiquei na pior porque não atualizava no meio do solimões...",neutro
Nao avisou de radares. Nao achou um hotel ja bem antigo. Fica mostrando numero das casas deixando poluido. Demora seculos para calcular uma rota. As instrucoes por voz sao muito aceleradas e confusas. Nao dei sorte. Vou continuar com o igo brasil para viagens.,neutro
Boa,neutro
Aplicativo muito bom. Porém após a atualização ele abre e fecha do nada e pede para enviar relatório de erro. Já foi desinstalado e instalado novamente mas perciste a situação.,neutro
Muito bom,neutro
Gostaria que aparecesse o nome de todas as cidades no mapa inclusive as cidades pequenas no meu App. nem todas aparecem.,neutro
"Já ouvi relatos que este app é muito bom ! Mas só uma dúvida , é possível baixar uma rota gpx para navegar pelo relógio ?",neutro
Mt bom porém não consigo visualizar via satélite,neutro
Bom programa,neutro
Bom com possibilidade de melhoria,neutro
Só faltou o suporte ao Android Auto.,neutro
Precisa de um sistema de backup para casos de reinstalação e por vezes depois das atualizações você acaba perdendo seus dados salvos,neutro
"Muito lento, demora minutos para definir o caminho, carrega o caminho mais longo.",neutro
Obs: Poderia ter acesso ao app na tela sem usar a digital como o Strava. Facilita muito para quem usa luvas.,neutro
Bom,neutro
nao tenho utilizado,neutro
"Que raios aconteceu com o Waze que as instruções (""Vire à direita"", ""na rotatória, entre na segunda saída"" etc.) passaram a ficar inaudíveis? Todos os outros sons do aplicativo estão perfeitamente audíveis, menos esse. Além disso, todos os sons dos outros aplicativos estão funcionando normalmente. Não venham com papinho de deletar o cache ou mandar falar para escrevermos e-mail descrevendo o problema e solucionem-o de uma vez.",ruim
"Não sei o que aconteceu, mas parou de notificar radares, na verdade, não vejo mais qualquer tipo de alerta sonoro. Já tentei mudar a voz pra ver se era um bug do tipo e limpar o cachê, mas não resolveu nada. Isso sempre funcionou, agora tá assim. Mudo minha classificação quando isso mudar, era o melhor que esse app podia oferecer.",ruim
"Não tenho hábito de ficar avaliando e ainda por cima com 1 estrela, mais venho fazer um comunicado desde a ante penúltima atualização o mesmo vem dando muito problema e erro de localização e como rodo app uso bastante e isso está me dando nos nervos, está péssimo toda hora apresentando erro na localização e muitas e milhares de vezes atrasando o movimento em tempo real, há mais vc precisa calibrar etc reiniciar já fiz tudo e tá ruim.... Espero que vocês resolvam isso o mais rápido possível.",ruim
"Ontem 06/11/24, no período da manhã o app teve um comportamento diferente do normal, alterava os idiomas, alterava o ícone de navegação, o mapa ficava de lado, perdi o sinal de GPS, não funcionava de jeito nenhum, tive que utilizar o Google Maps. Mas o pior de tudo foi que, ao desinstalar e instalar novamente o Waze, não consigo mais conectar, pois sempre ocorre erro de rede 101, impossível de utilizar o Waze. Já testei em dispositivos e contas diferentes e acontece isto com todas. Resolvam isto",ruim
"O Waze fica mudando as configurações de repente e sem a minha permissão. Muda o idioma e bagunça tudo. Tive que desinstalar e lamentavelmente perdi todos os endereços salvos. E pra piorar, não consigo me ligar novamente! Eu uso esse app pra trabalhar e estou perdendo dinheiro. Outro defeito é o fato dele se perder constantemente, me fazendo passar vergonha com meus clientes! As rotas parece que me fazem dar muitas voltas sem necessidade. Está insuportável, melhorem isso urgente!",ruim
"O aplicativo tem inúmeras configurações, mas uma poderia ter uma opção a mais. O aviso sonoro de aproximação de radar só dispara se estivermos acima do limite. Não teria como adicionar a opção de usar ao menos um ""bip"" independente da velocidade? E se eu passar da velocidade momentos antes do radar? Outra: não tem como adicionar a configuração de aumentar a indicação de velocidade máxima da via?? Para mim é a informação mais importante do Waze e está minúscula num canto do Android Auto!",ruim
"O app já foi ótimo, hj em dia tá muito ruim em termos de avisos e de rotas. Te joga pra onde o trânsito tá travado e só sinaliza quando vc está praticamente já no trecho travado. Rotas imaginárias, conversões onde não existem. Se tem GPS e trânsito ao vivo como sugere, deveria auxiliar nessa questão. Tá muito ruim !!! Tenho fotos de trechos com conversões inexistentes e esse lugar nem sofreu alteração de estrutura há anos .",ruim
"Desde hoje não estou conseguindo acessar o Waze. O app mudou as configurações do nada para uma língua oriental, tipo japonês ou chinês. Desinstalei o app, instalei novamente, e desde então diz que não tem conexão com a rede. Chequei todas as permissões, e estão OK. Tenho dados e internet, mas mesmo assim o app não abre.",ruim
"Estou tendo problemas: bem no meio das rodovias o alerta da instrução de voz, que deveria ser emitido com antecendência (saída à direita a 500m, por exemplo) para eu poder me deslocar pelas faixas com folga, ele não o faz assim. Ele alerta bem na altura da saída quando não dá mais tempo de fazer a conversão. Isso já me fez perder várias saídas e fez com que atrasse o tempo de viagem várias vezes. Bem chato isso!!!🤬",ruim
"Não sei qual o problema com o aplicativo, não consegui nem mesmo criar uma conta sequer. O aplicativo abre sem precisar de uma conta específica, porém ao tentar criar uma é simplesmente impossível. Não reconhece e-mail, não dá opção de criar nova conta, acusa falta de conexão mesmo com Wi-Fi e dados móveis funcionando, entre outros inúmeros problemas. Não passa nem da tela inicial sem acusar algum erro ou coisa do tipo. Ainda bem que com o Google Maps isso não ocorre.",ruim
"O que era para virar a direita e depois chegar ao destino...me fez aumentar o trajeto em mais de 8km. Se fosse uma vez, poderia até relevar, mas mais de 3 vezes... Pelamor...uma estrela é muito ainda... Desculpem, mas pra melhorar Waze, creio que tem que refazer muitos parâmetros... Fora o que aparecia antes, que não aparece mais... Aaaaa... Já fiz de tudo, limpei cache, forcei parada, desinstalei, instalei e nada... Mesma coisa... Então parei de usar... Tô usando o concorrente...",ruim
"Estou trabalhando usando o Wase pois trabalho na rua e tem sido um pesadelo pra mim, vira e mexe ele se perde me tira da rota e me coloca num caminho mais longo ou quando coloco o endereço ele demora pra atualizar e simplesmente congela, em vez de ajudar atrapalha. Esse app era ótimo mais não sei o que aconteceu que está péssimo! Espero que façam uma manutenção nele pra ser melhor do que era porque tá difícil.",ruim
"Gosto de usar mas... Em Florianópolis o Waze parava pois não achava o sinal do satélite, a cada 5 minutos parava a navegação. Me perdi várias vezes até o ponto de desistir e usar outro app. Se cair a rede do celular e voltar, o app não reconhece até que seja reiniciado. Há mais de um ano que passo por alguns radares e o app não atualiza, fica aguardando a moderação da comunidade. Adoro o app, mas me deixa na mão quando preciso.",ruim
"Este aplicativo começou super bem, era incrível no início, mas que pena; era! Atualmente escolhe as piores rotas, desvia de ""congestionamentos"" que nem existem, talvez esteja desatualizado ou muito mal informado. A pior coisa pra mim hoje é depender do Waze pra chegar em algum lugar... Antes não falhavam as previsões, escolhia as melhores rotas, mas agora está intolerável. Estou pra desinstalar e usar o google maps.",ruim
"Estou bastante desanimada com o app, não estão mais atualizando sobre os pardais e a velocidade da via, está complicado confiar na informações. Se vc não for da cidade, não deixe de prestar atenção nas placas de velocidade, pois o app não está sendo atualizando. Não dá pra confiar! Brasília toda teve modificação nos locais de pardal e velocidade da via. Precisam atualizar urgentemente, não dá pra ficar assim.",ruim
"Já foi bom, hj ta horrível! Faz rotas nada haver e cheia de voltas desnecessárias. Existem milhares de caminhos menores e mais rápidos, mas o app sempre calcula as piores rotas possível, fazendo o motorista ter que ficar prestando atenção no mapa o tempo todo, tirando o foco de trânsito. O layout é bom, mas o funcionamento é péssimo!",ruim
"Está horrível! Trava toda hr, demora a atualizar a rota. Perde GPS constantemente. Piora a cada atualização. É impressionante a queda da qualidade q sempre ofereceu. Decepção total e falta de competência dos desenvolvedores. Deveriam pelo menos testar antes de disponibilizar novas versões. Caros, respostas padrão não resolve o problema. Deixem de copy - paste e resolvam os problemas que todos estão postando.",ruim
"27/01/16 Demorando para carregar e atualizar informações, principalmente na mudança de rota, muito estranho. Outra coisa que percebi, informação de trânsito onde não existe. Em 2015 - Muitas falhas, demora para carregar, travamento constante e reinicia sozinho, antes não era assim. 12/03/16 A nova versão estava funcionando hoje, depois travou, mudou o idioma e não traz a rota. Parabéns pela cagada.",ruim
"Lento, pesado, só dá bug. Coloco pra buscar uma rota, só aparece uma opção. Clico de novo, aparecem outras 2, sendo que uma é 1h mais rápida que a primeira (única) sugerida no começo. Totalmente não confiável. Resposta ao dev: o problema aconteceu comigo E com minha esposa, eu em casa e ela no trabalho, os dois tentando checar o melhor caminho pra ela. É um problema do APP, não do meu aparelho.",ruim
"Acabo de editar a minha avaliação de 5 estrelas que deveria estar aqui há muitos anos. Pra quem usa o app desde o passado (início) sabe o quanto o aplicativo vem só piorando. Performance horrorosa (uso num s22), cada semana com um bug diferente. Zoom da tela de navegação direto bugado, linguagem nem sempre carrega, e muitas vezes estamos com conectividade de rede no cel e o app insiste em dizer que não há rede. Anda péssimo, quem sabe daqui um tempo não volto aqui pra editar novamente e aument",ruim
"Respostas automaticas, do desenvolvedor, com sugestões de link que nada tem a ver com os problemas relatados, realmente péssimo atendimento. Está péssimo, travando sempre, sem condições de uso, utilizo um Samsung 21FE com Android 12 e Android Auto WiFi, tudo funciona perfeitamente, inclusive o maps, só o Waze que trava, limpei o cache, desinstalei e reinstalei e nada adiantou. Na tela do celular sem espelhar funciona corretamente, me parece que está com incompatibilidade comno Android Auto.",ruim
"Sempre tive o Waze como um App excelente, porém desde a última atuali, ação está horrível. Você está em uma rota e do nada aparece a mensagem ""CONECTANDO..."". Você muda de rota e o APP fica calculando nova rota por muito tempo. Você clica para ele te oferecer novas rotas e depois de muito tempo calculando a rota vem com alguma mensagem de erro. Por favor, corrijam o APP.",ruim
"Erro no servidor de rotas o tempo todo!!! Pra ficar ruim precisa melhorar muito!!! Baixei novamente e me deu duas vezes o caminho errado. Parece que o app não dá opção de virar a esquerda! Me fez perder duas rotatórias e entrar numa comunidade perigosa, além de me fazer percorrer 50 km a mais! Péssimo! Pra ficar ruim, precisa melhorar muito ainda!",ruim
"Ao invés de melhorar com a nova atualização,o APP ao meu ver retrocedeu muito em questão geral , gráfico horrível,parece que ao invés de lançar novos gráficos e melhoria na plataforma anterior,eles colocaram no ar o esboço dos primeiros GPS.....voltem com o anterior, pelo menos era mais funcional e com gráficos de fácil manuseio e leve, pois este atual está cansando a visão , muito poluido , estou sendo obrigado a usar o MAPS nessa última semana, pois o gráfico está horrível, impossível de usar.",ruim
"Mudando minha avaliação, pois a cada atualização fica pior! Travando constantemente, fora que muitas vezes ele não traça a rota de jeito nenhum! Fica dando mensagem que não tem conexão sendo que o 4G está ativo e funcionando normalmente. Estão tão ruim que dá última vez que deu problema tive de remover o app e instalar de novo, mas continua dando erro... Uma pena que um app tão bom esteja a cada dia pior...",ruim
"App muito bom, porém nas últimas atualizações, fica aparecendo a mensagem que está sem sinal de GPS e que está tentando se conectar.!!! ficar navegando na rua com a localização aproximada é péssimo e muito confuso. Ainda mais a gente que utiliza para trabalhar com o aplicativo e ficar sem sinal é tempo perdido e passageiro descontente.!!! Arrumem esse bug, pelo amor de Deus.!!!",ruim
"Cada dia é uma dificuldade diferente. As vezes ele fica metade em inglês e metade em português. Em outras, muda a configuração e coloca para evitar pedágios, fazendo com que eu faça, sem saber um trajeto duas vezes maior e com o triplo do tempo. Ainda trava no meio do caminho, fecha e tenho que até parar para recolocar o endereço e continuar meu caminho. Antes minha avaliação era 4 estrelas mas ficou tão ruim e começou a irritar tanto que rebaixei a avaliação e instalei o app do concorrente.",ruim
"Está horrível, estarei desinstalando o aplicativo. Já me fizeram ir pelo caminho errado várias vezes... Hj foi a gota d'água, coloquei um local de destino e quando fui ver eu Está passando pelo mesmo lugar que que era o meu destino de partida. Trágico! Melhorem a plataforma, quando um cliente chega em um supermercado e ele não encontra a sua marca favorita, pode ter certeza que ele vai levar outra marca, devido a sua necessidade esse cliente provou de outra marca, eu digo uma coisa.......",ruim
"Fiquei decepcionado com a última atualização, foi excluído a opção de transito ""moderado"" e trânsito ""intenso"". A opção que restou de trânsito parado e engarrafamento, nem sempre se encaixa a um trânsito que é grande, mas está fluindo. Acho que vcs deviam recolocar, pelo menos a opção de transito lento.",ruim
"App com muitos erros. Sem senso de direção. Ao ativar é como se o GPS estivesse espelhado apontando a partida inicial de modo contrário (ex.: base do celular aponta para o Norte o App entende que está para Sul é vice e versa. Manda pegar as rotas mais longas, Demora atualizar o endereço e não acompanha a dirigibilidade do motorista piorou depois que fizeram parceira com o App de navegação da 99. Tudo isso não tem a ver com meu GPS e bug do App.",ruim
"Se eu pudesse da zero estrela eu daria. Está apresentando defeitos e ninguém faz nada! Por exemplo: sempre quando preciso iniciar o app ele diz que tá sem sinal de gps, sem internet e simplesmente depois de várias tentativas ele funciona! Detalhe: rodo aplicativo, então imagina a quantidade de vezes que eu tento abrir e fechar o aplicativo para então funcionar e carregar a viagem! Concertem isso por favor. Não é apenas no meu cel não, já perguntei a todos que utilizam e tá a mesma coisa.",ruim
